"","Distance.to.water","Distance.to.road","Existing.vegetation","Fire.Interval","Altitude","Burn.intensity.soil","Burn.intensity.Canopy","Burn.intensity.basal","Fire_edge"
"19",-0.437194450510644,1.26576166997049,0.416480285137079,-0.255631446038945,-0.479751502513778,-0.902913100345026,-0.833171836060852,-0.806674407017206,-0.47111991743171
"20",-0.437194450510644,-0.586219943549573,-1.13446475535819,-0.811236606487346,-0.0210268454406226,-0.902913100345026,-0.833171836060852,-0.806674407017206,-0.393343652687564
"21",2.24720865459198,-0.586219943549573,-0.426272930029336,0.32135227637054,0.515198559686551,-0.902913100345026,-0.833171836060852,-0.806674407017206,-0.406073651936965
"22",-0.437194450510644,-0.586219943549573,-0.209439247270859,0.17997411675496,0.327774588964773,-0.390799435768256,-0.611430890303816,-0.64569834223842,-0.799912126987039
"23",-0.437194450510644,-0.586219943549573,1.11134697017871,0.0657075706768564,-2.63897596316052,0.503153439715835,0.44458532215853,0.243786933771245,-0.799912126987039
"24",-0.437194450510644,-0.586219943549573,0.6027633350947,-0.373605941327759,0.505414681743508,1.644368674038,1.92420748159431,1.99578906313889,0.00180601829011172
"25",2.24631521460703,0.191462591293681,-0.905607444076438,-0.811236606487346,-1.01686517185211,0.147126642516661,-0.28169597252982,-0.406322482709192,-0.799912126987039
"26",-0.437194450510644,0.426625659498238,1.15746737951939,1.48830592031037,0.999552247350052,0.208982250182059,0.309312422837109,0.440754582898164,-0.799912126987039
"27",-0.437194450510644,0.191678418769442,-0.433926478709672,-0.811236606487346,0.0739290232201869,-0.902913100345026,-0.833171836060852,-0.806674407017206,-0.6686326384912
"28",-0.437194450510644,0.969835452162938,-0.501456825334972,0.511943553673768,0.850610482622642,0.955429999640815,0.704669788009993,0.677330651706682,-0.799912126987039
"29",-0.437194450510644,-0.586219943549573,-0.432005037371469,-0.55958987763808,-0.361331755978879,0.584729127906408,0.559275107858511,0.591679756968279,0.698824161523386
"30",-0.437194450510644,0.189300382962603,-1.13446475535819,0.209836452100766,1.42209422397918,-0.645436992383793,-0.461555355708592,-0.482937940560796,-0.799912126987039
"31",2.2393028814963,0.189430413411258,1.02802413763835,1.80710219963129,1.03052171090626,0.338843001728993,0.242168309595539,0.23420401883077,-0.799912126987039
"32",-0.437194450510644,-0.586219943549573,-0.190561036893993,2.85327017078032,0.972201856973296,1.644368674038,1.92420748159431,1.99578906313889,-0.560047298688366
"33",-0.437194450510644,1.74371733203713,0.575700995783077,-0.811236606487346,-1.50967847987834,1.644368674038,1.92420748159431,1.76945222819972,-0.69924756898064
"34",-0.437194450510644,-0.586219943549573,-0.374391088184291,0.209836452100766,0.275969290699676,-0.902913100345026,-0.833171836060852,-0.806674407017206,-0.69913556066538
"35",-0.437194450510644,-0.586219943549573,1.71581149654392,0.209836452100766,-0.861393616690158,-0.902913100345026,-0.833171836060852,-0.806674407017206,0.703382767208262
"36",-0.437194450510644,-0.586219943549573,1.71581149654392,0.209836452100766,-0.665012912473573,-0.902913100345026,-0.833171836060852,-0.806674407017206,1.32101780836179
"37",-0.437194450510644,2.51638132432445,0.575700995783077,-0.16278859539326,-1.62941505530449,1.13790590317044,1.37957213956436,1.64246557818716,-0.0795553057083619
"38",-0.437194450510644,-0.586219943549573,0.536388465569509,-0.045421979612708,-2.47407498765255,-0.565914651474219,-0.469784259056809,-0.46595403827577,-0.799912126987039
"39",2.23181387179404,0.426625633950902,-1.04146491039116,-0.777920665103286,0.31545289748763,1.00754823044224,0.407556538721463,0.68343133123205,-0.198386676278904
"40",2.23376373204145,0.187825164939484,-0.780914641143145,0.209836452100766,1.58227679377979,0.370214207716056,-0.234548459578644,-0.368676645010522,-0.406073651936965
"41",-0.437194450510644,-0.586219943549573,1.71581149654392,0.209836452100766,-0.264182377140927,-0.902913100345026,-0.833171836060852,-0.806674407017206,2.34538452042697
"42",-0.437194450510644,0.186694444146689,-1.13446475535819,-0.811236606487346,0.224367260894408,1.644368674038,1.92420748159431,1.99578906313889,-0.0122351771963582
"43",-0.437194450510644,-0.586219943549573,1.66956443422789,0.0855810505281202,0.183851751194958,1.63407922097414,0.22349238756346,0.0601994415024021,-0.400553928048825
"44",-0.437194450510644,0.426625659498238,0.867684921585576,-0.617751787844938,0.297945884475138,1.55785754717018,1.77437306614242,1.83262735309621,-0.6686326384912
"45",-0.437194450510644,-0.586219943549573,-0.434416277971554,0.0915819540735337,-0.265427714897475,0.886158862448794,0.814522201149978,0.766514020421767,-0.799912126987039
"46",-0.437194450510644,-0.586219943549573,-0.672150221496239,-0.645618654407368,-0.878506080941794,-0.157912013977525,-0.161748088370271,-0.281109389319201,-0.0971469186224126
"47",-0.437194450510644,-0.586219943549573,1.08783151273477,-0.0981841512059805,-1.52210344666273,-0.902913100345026,-0.833171836060852,-0.806674407017206,2.82019941053013
"48",-0.437194450510644,0.426625659498238,0.898326126664797,-0.630417325098185,0.349485097157714,-0.902913100345026,-0.833171836060852,-0.806674407017206,0.518988910982361
"49",2.24243920530762,-0.586219943549573,-0.771063386958779,-0.323047943808891,0.550292693390918,-0.902913100345026,-0.833171836060852,-0.806674407017206,0.247250938115215
